Ref_Date,GEO,CHAR,DURATION,Vector,Coordinate,Value
2009,Alberta,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857743,10.37.1,1137.0
2010,Alberta,"Educational attainment, graduate degree (master's or PHD)","Total travel (x 1,000)",v52857743,10.37.1,1350.0
2006,Alberta,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857744,10.37.2,510.0
2007,Alberta,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857744,10.37.2,748.0
2008,Alberta,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857744,10.37.2,638.0
2009,Alberta,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857744,10.37.2,667.0
2010,Alberta,"Educational attainment, graduate degree (master's or PHD)","Overnight travel (x 1,000)",v52857744,10.37.2,559.0
2006,Alberta,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857745,10.38.1,6164.0
2007,Alberta,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857745,10.38.1,7517.0
2008,Alberta,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857745,10.38.1,7461.0
2009,Alberta,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857745,10.38.1,7335.0
2010,Alberta,"Profession, managerial and other professional occupations","Total travel (x 1,000)",v52857745,10.38.1,7853.0
2006,Alberta,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857746,10.38.2,3073.0
2007,Alberta,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857746,10.38.2,3692.0
2008,Alberta,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857746,10.38.2,3644.0
2009,Alberta,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857746,10.38.2,3635.0
2010,Alberta,"Profession, managerial and other professional occupations","Overnight travel (x 1,000)",v52857746,10.38.2,3458.0
2006,Alberta,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857747,10.39.1,4209.0
2007,Alberta,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857747,10.39.1,5059.0
2008,Alberta,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857747,10.39.1,5103.0
2009,Alberta,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857747,10.39.1,4842.0
2010,Alberta,"Profession, clerical, sales and service occupations","Total travel (x 1,000)",v52857747,10.39.1,4922.0
2006,Alberta,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857748,10.39.2,2019.0
2007,Alberta,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857748,10.39.2,2274.0
2008,Alberta,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857748,10.39.2,2240.0
2009,Alberta,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857748,10.39.2,2150.0
2010,Alberta,"Profession, clerical, sales and service occupations","Overnight travel (x 1,000)",v52857748,10.39.2,2471.0
2006,Alberta,"Profession, primary occupations","Total travel (x 1,000)",v52857749,10.40.1,757.0
2007,Alberta,"Profession, primary occupations","Total travel (x 1,000)",v52857749,10.40.1,1222.0
2008,Alberta,"Profession, primary occupations","Total travel (x 1,000)",v52857749,10.40.1,1395.0
2009,Alberta,"Profession, primary occupations","Total travel (x 1,000)",v52857749,10.40.1,1067.0
2010,Alberta,"Profession, primary occupations","Total travel (x 1,000)",v52857749,10.40.1,963.0
2006,Alberta,"Profession, primary occupations","Overnight travel (x 1,000)",v52857750,10.40.2,316.0
2007,Alberta,"Profession, primary occupations","Overnight travel (x 1,000)",v52857750,10.40.2,493.0
2008,Alberta,"Profession, primary occupations","Overnight travel (x 1,000)",v52857750,10.40.2,400.0
2009,Alberta,"Profession, primary occupations","Overnight travel (x 1,000)",v52857750,10.40.2,419.0
2010,Alberta,"Profession, primary occupations","Overnight travel (x 1,000)",v52857750,10.40.2,386.0
2006,Alberta,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857751,10.41.1,3435.0
2007,Alberta,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857751,10.41.1,3060.0
2008,Alberta,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857751,10.41.1,3345.0
2009,Alberta,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857751,10.41.1,3130.0
2010,Alberta,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857751,10.41.1,3461.0
2006,Alberta,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857752,10.41.2,1457.0
2007,Alberta,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857752,10.41.2,1477.0
2008,Alberta,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857752,10.41.2,1433.0
2009,Alberta,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857752,10.41.2,1300.0
2010,Alberta,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857752,10.41.2,1493.0
2006,Alberta,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857753,10.42.1,2799.0
2007,Alberta,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857753,10.42.1,3194.0
2008,Alberta,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857753,10.42.1,3297.0
2009,Alberta,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857753,10.42.1,4024.0
2010,Alberta,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857753,10.42.1,4359.0
2006,Alberta,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857754,10.42.2,1210.0
2007,Alberta,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857754,10.42.2,1403.0
2008,Alberta,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857754,10.42.2,1335.0
2009,Alberta,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857754,10.42.2,1285.0
2010,Alberta,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857754,10.42.2,1576.0
2006,British Columbia,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857755,11.1.1,17908.0
2007,British Columbia,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857755,11.1.1,18418.0
2008,British Columbia,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857755,11.1.1,19126.0
2009,British Columbia,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857755,11.1.1,21619.0
2010,British Columbia,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857755,11.1.1,22380.0
2006,British Columbia,"Travel duration, same day","Total travel (x 1,000)",v52857756,11.2.1,8629.0
2007,British Columbia,"Travel duration, same day","Total travel (x 1,000)",v52857756,11.2.1,9115.0
2008,British Columbia,"Travel duration, same day","Total travel (x 1,000)",v52857756,11.2.1,9441.0
2009,British Columbia,"Travel duration, same day","Total travel (x 1,000)",v52857756,11.2.1,10705.0
2010,British Columbia,"Travel duration, same day","Total travel (x 1,000)",v52857756,11.2.1,11613.0
2006,British Columbia,"Travel duration, overnight","Total travel (x 1,000)",v52857757,11.3.1,9280.0
2007,British Columbia,"Travel duration, overnight","Total travel (x 1,000)",v52857757,11.3.1,9302.0
2008,British Columbia,"Travel duration, overnight","Total travel (x 1,000)",v52857757,11.3.1,9684.0
2009,British Columbia,"Travel duration, overnight","Total travel (x 1,000)",v52857757,11.3.1,10914.0
2010,British Columbia,"Travel duration, overnight","Total travel (x 1,000)",v52857757,11.3.1,10767.0
2006,British Columbia,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857758,11.4.1,2461.0
2007,British Columbia,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857758,11.4.1,2859.0
2008,British Columbia,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857758,11.4.1,2925.0
2009,British Columbia,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857758,11.4.1,3011.0
2010,British Columbia,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857758,11.4.1,2746.0
2006,British Columbia,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857759,11.4.2,2332.0
2007,British Columbia,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857759,11.4.2,2629.0
2008,British Columbia,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857759,11.4.2,2738.0
2009,British Columbia,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857759,11.4.2,2860.0
2010,British Columbia,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857759,11.4.2,2634.0
2006,British Columbia,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857760,11.5.1,15448.0
2007,British Columbia,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857760,11.5.1,15559.0
2008,British Columbia,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857760,11.5.1,16200.0
2009,British Columbia,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857760,11.5.1,18608.0
2010,British Columbia,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857760,11.5.1,19635.0
2006,British Columbia,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857761,11.5.2,6948.0
2007,British Columbia,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857761,11.5.2,6673.0
2008,British Columbia,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857761,11.5.2,6947.0
2009,British Columbia,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857761,11.5.2,8054.0
2010,British Columbia,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857761,11.5.2,8133.0
2006,British Columbia,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857762,11.6.1,8926.0
2007,British Columbia,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857762,11.6.1,9412.0
2008,British Columbia,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857762,11.6.1,10028.0
2009,British Columbia,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857762,11.6.1,11334.0
2010,British Columbia,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857762,11.6.1,11930.0
2006,British Columbia,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857763,11.6.2,4441.0
2007,British Columbia,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857763,11.6.2,4543.0
2008,British Columbia,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857763,11.6.2,4808.0
2009,British Columbia,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857763,11.6.2,5625.0
2010,British Columbia,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857763,11.6.2,5467.0
2006,British Columbia,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857764,11.7.1,8982.0
2007,British Columbia,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857764,11.7.1,9006.0
2008,British Columbia,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857764,11.7.1,9098.0
2009,British Columbia,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857764,11.7.1,10285.0
2010,British Columbia,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857764,11.7.1,10450.0
2006,British Columbia,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857765,11.7.2,4839.0
2007,British Columbia,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857765,11.7.2,4760.0
2008,British Columbia,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857765,11.7.2,4876.0
2009,British Columbia,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857765,11.7.2,5290.0
2010,British Columbia,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857765,11.7.2,5300.0
2006,British Columbia,"Marital status, married","Total travel (x 1,000)",v52857766,11.8.1,10416.0
2007,British Columbia,"Marital status, married","Total travel (x 1,000)",v52857766,11.8.1,10335.0
2008,British Columbia,"Marital status, married","Total travel (x 1,000)",v52857766,11.8.1,10568.0
2009,British Columbia,"Marital status, married","Total travel (x 1,000)",v52857766,11.8.1,12446.0
2010,British Columbia,"Marital status, married","Total travel (x 1,000)",v52857766,11.8.1,12244.0
2006,British Columbia,"Marital status, married","Overnight travel (x 1,000)",v52857767,11.8.2,5490.0
2007,British Columbia,"Marital status, married","Overnight travel (x 1,000)",v52857767,11.8.2,5172.0
2008,British Columbia,"Marital status, married","Overnight travel (x 1,000)",v52857767,11.8.2,5317.0
2009,British Columbia,"Marital status, married","Overnight travel (x 1,000)",v52857767,11.8.2,5950.0
2010,British Columbia,"Marital status, married","Overnight travel (x 1,000)",v52857767,11.8.2,6027.0
2006,British Columbia,"Marital status, living in common law","Total travel (x 1,000)",v52857768,11.9.1,1660.0
2007,British Columbia,"Marital status, living in common law","Total travel (x 1,000)",v52857768,11.9.1,1820.0
2008,British Columbia,"Marital status, living in common law","Total travel (x 1,000)",v52857768,11.9.1,1964.0
2009,British Columbia,"Marital status, living in common law","Total travel (x 1,000)",v52857768,11.9.1,1825.0
2010,British Columbia,"Marital status, living in common law","Total travel (x 1,000)",v52857768,11.9.1,2104.0
2006,British Columbia,"Marital status, living in common law","Overnight travel (x 1,000)",v52857769,11.9.2,814.0
2007,British Columbia,"Marital status, living in common law","Overnight travel (x 1,000)",v52857769,11.9.2,894.0
2008,British Columbia,"Marital status, living in common law","Overnight travel (x 1,000)",v52857769,11.9.2,976.0
2009,British Columbia,"Marital status, living in common law","Overnight travel (x 1,000)",v52857769,11.9.2,1031.0
2010,British Columbia,"Marital status, living in common law","Overnight travel (x 1,000)",v52857769,11.9.2,944.0
2006,British Columbia,"Marital status, widowed","Total travel (x 1,000)",v52857770,11.10.1,506.0
2007,British Columbia,"Marital status, widowed","Total travel (x 1,000)",v52857770,11.10.1,440.0
2008,British Columbia,"Marital status, widowed","Total travel (x 1,000)",v52857770,11.10.1,485.0
2009,British Columbia,"Marital status, widowed","Total travel (x 1,000)",v52857770,11.10.1,497.0
2010,British Columbia,"Marital status, widowed","Total travel (x 1,000)",v52857770,11.10.1,587.0
2006,British Columbia,"Marital status, widowed","Overnight travel (x 1,000)",v52857771,11.10.2,248.0
2007,British Columbia,"Marital status, widowed","Overnight travel (x 1,000)",v52857771,11.10.2,221.0
2008,British Columbia,"Marital status, widowed","Overnight travel (x 1,000)",v52857771,11.10.2,258.0
2009,British Columbia,"Marital status, widowed","Overnight travel (x 1,000)",v52857771,11.10.2,251.0
2010,British Columbia,"Marital status, widowed","Overnight travel (x 1,000)",v52857771,11.10.2,274.0
2006,British Columbia,"Marital status, separated","Total travel (x 1,000)",v52857772,11.11.1,334.0
2007,British Columbia,"Marital status, separated","Total travel (x 1,000)",v52857772,11.11.1,537.0
2008,British Columbia,"Marital status, separated","Total travel (x 1,000)",v52857772,11.11.1,486.0
2009,British Columbia,"Marital status, separated","Total travel (x 1,000)",v52857772,11.11.1,471.0
2010,British Columbia,"Marital status, separated","Total travel (x 1,000)",v52857772,11.11.1,705.0
2006,British Columbia,"Marital status, separated","Overnight travel (x 1,000)",v52857773,11.11.2,202.0
2007,British Columbia,"Marital status, separated","Overnight travel (x 1,000)",v52857773,11.11.2,243.0
2008,British Columbia,"Marital status, separated","Overnight travel (x 1,000)",v52857773,11.11.2,210.0
2009,British Columbia,"Marital status, separated","Overnight travel (x 1,000)",v52857773,11.11.2,255.0
2010,British Columbia,"Marital status, separated","Overnight travel (x 1,000)",v52857773,11.11.2,264.0
2006,British Columbia,"Marital status, divorced","Total travel (x 1,000)",v52857774,11.12.1,955.0
2007,British Columbia,"Marital status, divorced","Total travel (x 1,000)",v52857774,11.12.1,971.0
2008,British Columbia,"Marital status, divorced","Total travel (x 1,000)",v52857774,11.12.1,1016.0
2009,British Columbia,"Marital status, divorced","Total travel (x 1,000)",v52857774,11.12.1,1120.0
2010,British Columbia,"Marital status, divorced","Total travel (x 1,000)",v52857774,11.12.1,1336.0
2006,British Columbia,"Marital status, divorced","Overnight travel (x 1,000)",v52857775,11.12.2,414.0
2007,British Columbia,"Marital status, divorced","Overnight travel (x 1,000)",v52857775,11.12.2,540.0
2008,British Columbia,"Marital status, divorced","Overnight travel (x 1,000)",v52857775,11.12.2,499.0
2009,British Columbia,"Marital status, divorced","Overnight travel (x 1,000)",v52857775,11.12.2,525.0
2010,British Columbia,"Marital status, divorced","Overnight travel (x 1,000)",v52857775,11.12.2,607.0
2006,British Columbia,"Marital status, single, never married","Total travel (x 1,000)",v52857776,11.13.1,4037.0
2007,British Columbia,"Marital status, single, never married","Total travel (x 1,000)",v52857776,11.13.1,4315.0
2008,British Columbia,"Marital status, single, never married","Total travel (x 1,000)",v52857776,11.13.1,4606.0
2009,British Columbia,"Marital status, single, never married","Total travel (x 1,000)",v52857776,11.13.1,5260.0
2010,British Columbia,"Marital status, single, never married","Total travel (x 1,000)",v52857776,11.13.1,5405.0
2006,British Columbia,"Marital status, single, never married","Overnight travel (x 1,000)",v52857777,11.13.2,2111.0
2007,British Columbia,"Marital status, single, never married","Overnight travel (x 1,000)",v52857777,11.13.2,2231.0
2008,British Columbia,"Marital status, single, never married","Overnight travel (x 1,000)",v52857777,11.13.2,2425.0
2009,British Columbia,"Marital status, single, never married","Overnight travel (x 1,000)",v52857777,11.13.2,2903.0
2010,British Columbia,"Marital status, single, never married","Overnight travel (x 1,000)",v52857777,11.13.2,2650.0
2006,British Columbia,"Income level, under $25,000","Total travel (x 1,000)",v52857778,11.14.1,1753.0
2007,British Columbia,"Income level, under $25,000","Total travel (x 1,000)",v52857778,11.14.1,1603.0
2008,British Columbia,"Income level, under $25,000","Total travel (x 1,000)",v52857778,11.14.1,1659.0
2009,British Columbia,"Income level, under $25,000","Total travel (x 1,000)",v52857778,11.14.1,1662.0
2010,British Columbia,"Income level, under $25,000","Total travel (x 1,000)",v52857778,11.14.1,1805.0
2006,British Columbia,"Income level, under $25,000","Overnight travel (x 1,000)",v52857779,11.14.2,851.0
2007,British Columbia,"Income level, under $25,000","Overnight travel (x 1,000)",v52857779,11.14.2,734.0
2008,British Columbia,"Income level, under $25,000","Overnight travel (x 1,000)",v52857779,11.14.2,836.0
2009,British Columbia,"Income level, under $25,000","Overnight travel (x 1,000)",v52857779,11.14.2,810.0
2010,British Columbia,"Income level, under $25,000","Overnight travel (x 1,000)",v52857779,11.14.2,765.0
2006,British Columbia,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857780,11.15.1,3109.0
2007,British Columbia,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857780,11.15.1,3362.0
2008,British Columbia,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857780,11.15.1,3128.0
2009,British Columbia,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857780,11.15.1,3380.0
2010,British Columbia,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857780,11.15.1,3808.0
2006,British Columbia,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857781,11.15.2,1493.0
2007,British Columbia,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857781,11.15.2,1564.0
2008,British Columbia,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857781,11.15.2,1288.0
2009,British Columbia,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857781,11.15.2,1524.0
2010,British Columbia,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857781,11.15.2,1569.0
2006,British Columbia,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857782,11.16.1,3794.0
2007,British Columbia,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857782,11.16.1,3590.0
2008,British Columbia,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857782,11.16.1,3791.0
2009,British Columbia,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857782,11.16.1,4450.0
2010,British Columbia,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857782,11.16.1,4005.0
2006,British Columbia,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857783,11.16.2,1893.0
2007,British Columbia,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857783,11.16.2,1737.0
2008,British Columbia,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857783,11.16.2,1720.0
2009,British Columbia,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857783,11.16.2,1893.0
2010,British Columbia,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857783,11.16.2,1865.0
2006,British Columbia,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857784,11.17.1,2974.0
2007,British Columbia,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857784,11.17.1,3075.0
2008,British Columbia,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857784,11.17.1,2913.0
2009,British Columbia,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857784,11.17.1,3018.0
2010,British Columbia,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857784,11.17.1,3484.0
2006,British Columbia,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857785,11.17.2,1389.0
2007,British Columbia,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857785,11.17.2,1433.0
2008,British Columbia,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857785,11.17.2,1509.0
2009,British Columbia,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857785,11.17.2,1454.0
2010,British Columbia,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857785,11.17.2,1557.0
2006,British Columbia,"Income level, $100,000 and over","Total travel (x 1,000)",v52857786,11.18.1,4111.0
2007,British Columbia,"Income level, $100,000 and over","Total travel (x 1,000)",v52857786,11.18.1,4755.0
2008,British Columbia,"Income level, $100,000 and over","Total travel (x 1,000)",v52857786,11.18.1,5606.0
2009,British Columbia,"Income level, $100,000 and over","Total travel (x 1,000)",v52857786,11.18.1,6721.0
2010,British Columbia,"Income level, $100,000 and over","Total travel (x 1,000)",v52857786,11.18.1,6901.0
2006,British Columbia,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857787,11.18.2,2483.0
2007,British Columbia,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857787,11.18.2,2709.0
2008,British Columbia,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857787,11.18.2,3256.0
2009,British Columbia,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857787,11.18.2,4038.0
2010,British Columbia,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857787,11.18.2,3760.0
2006,British Columbia,"Income level, not stated","Total travel (x 1,000)",v52857788,11.19.1,2167.0
2007,British Columbia,"Income level, not stated","Total travel (x 1,000)",v52857788,11.19.1,2033.0
2008,British Columbia,"Income level, not stated","Total travel (x 1,000)",v52857788,11.19.1,2029.0
2009,British Columbia,"Income level, not stated","Total travel (x 1,000)",v52857788,11.19.1,2389.0
2010,British Columbia,"Income level, not stated","Total travel (x 1,000)",v52857788,11.19.1,2378.0
2006,British Columbia,"Income level, not stated","Overnight travel (x 1,000)",v52857789,11.19.2,1170.0
2007,British Columbia,"Income level, not stated","Overnight travel (x 1,000)",v52857789,11.19.2,1125.0
2008,British Columbia,"Income level, not stated","Overnight travel (x 1,000)",v52857789,11.19.2,1076.0
2009,British Columbia,"Income level, not stated","Overnight travel (x 1,000)",v52857789,11.19.2,1194.0
2010,British Columbia,"Income level, not stated","Overnight travel (x 1,000)",v52857789,11.19.2,1250.0
2006,British Columbia,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857790,11.20.1,663.0
2007,British Columbia,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857790,11.20.1,682.0
2008,British Columbia,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857790,11.20.1,585.0
2009,British Columbia,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857790,11.20.1,1198.0
2010,British Columbia,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857790,11.20.1,819.0
2006,British Columbia,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857791,11.20.2,307.0
2007,British Columbia,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857791,11.20.2,314.0
2008,British Columbia,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857791,11.20.2,299.0
2009,British Columbia,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857791,11.20.2,713.0
2010,British Columbia,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857791,11.20.2,298.0
2006,British Columbia,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857792,11.21.1,1777.0
2007,British Columbia,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857792,11.21.1,1485.0
2008,British Columbia,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857792,11.21.1,2135.0
2009,British Columbia,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857792,11.21.1,1912.0
2010,British Columbia,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857792,11.21.1,2129.0
2006,British Columbia,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857793,11.21.2,991.0
2007,British Columbia,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857793,11.21.2,749.0
2008,British Columbia,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857793,11.21.2,1015.0
2009,British Columbia,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857793,11.21.2,1004.0
2010,British Columbia,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857793,11.21.2,1390.0
2006,British Columbia,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857794,11.22.1,3353.0
2007,British Columbia,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857794,11.22.1,3550.0
2008,British Columbia,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857794,11.22.1,3654.0
2009,British Columbia,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857794,11.22.1,3976.0
2010,British Columbia,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857794,11.22.1,4045.0
2006,British Columbia,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857795,11.22.2,1782.0
2007,British Columbia,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857795,11.22.2,1986.0
2008,British Columbia,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857795,11.22.2,2096.0
2009,British Columbia,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857795,11.22.2,2160.0
2010,British Columbia,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857795,11.22.2,2007.0
2006,British Columbia,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857796,11.23.1,3566.0
2007,British Columbia,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857796,11.23.1,3500.0
2008,British Columbia,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857796,11.23.1,3590.0
2009,British Columbia,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857796,11.23.1,3917.0
2010,British Columbia,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857796,11.23.1,4187.0
2006,British Columbia,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857797,11.23.2,1965.0
2007,British Columbia,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857797,11.23.2,1800.0
2008,British Columbia,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857797,11.23.2,1876.0
2009,British Columbia,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857797,11.23.2,1881.0
2010,British Columbia,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857797,11.23.2,1991.0
